protein_id	arcog	category	COG.x	V4	V2	V3	Strand	Length	Gene	Synonym	Code	COG.y	Product	new	start	end	name	refseq_id	uniparc_id
18976416	arCOG00566	0	M	Glycosyltransferase of PMT family	NP_577773.1	AFN04529	-	461	-	PF0044	-	-	hypothetical protein	PFDSM3638_00145	35525	36910	glycosyltransferase		
18976469	arCOG00570	0	C	Geranylgeranyl reductase, flavoprotein	NP_577826.1	AFN04478	+	393	-	PF0097	-	-	43 kDa subunit bacteriochlorophyll synthase-like protein	PFDSM3638_00410	87962	89143	digeranylgeranylglycerophospholipid reductase	A0A5C0XMF2	UPI0000066B57
18976826	arCOG00570	0	C	Geranylgeranyl reductase, flavoprotein	NP_578183.1	AFN03248	+	370	-	PF0454	-	-	bacteriochlorophyll synthase, 43 kDa subunit	PFDSM3638_02255	451874	452986	NAD(P)/FAD-dependent oxidoreductase	A0A5C0XMT8	UPI0000066C6F
18978348	arCOG00572	0	H	Aspartate oxidase	NP_579705.1	AFN04665	+	464	-	PF1976	-	-	l-aspartate oxidase (quinolinate synthetase)	PFDSM3638_09950	1793880	1795274	L-aspartate oxidase	A0A5C0XS29	UPI000012FC86
18977902	arCOG00574	0	G	Archaeal ribulose 1,5-bisphosphate synthetase/yeast thiazole synthase	NP_579259.1	AFN04312	-	252	-	PF1530	-	-	thiamine biosynthetic enzyme	PFDSM3638_07705	1410372	1411130	ribose 1,5-bisphosphate isomerase	A0A5C0XTG6	UPI0000136D87
18977118	arCOG00576	0	P	Predicted divalent heavy-metal cations transporter	NP_578475.1	AFN03537	+	269	-	PF0746	-	-	hypothetical GufA-like protein	PFDSM3638_03725	725375	726184	ZIP family metal transporter		
18976870	arCOG00578	0	R	Uncharacterized Zn-finger containing protein	NP_578227.1	AFN03293	-	105	-	PF0498	-	-	hypothetical protein	PFDSM3638_02485	501084	501401	hypothetical protein		
18977358	arCOG00579	0	K	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS	NP_578715.1	AAL81110	-	110	-	PF0986	-	-	DNA-directed RNA polymerase subunit m	PFDSM3638_04955	922612	922944	transcription factor S	A0A5C0XV32	UPI0000066E45
18977684	arCOG00579	3	K	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS	NP_579041.1	AAL81436	+	235	-	PF1312	-	-	hypothetical protein	PFDSM3638_06545	1220687	1221394	hypothetical protein		
18977515	arCOG00584	0	H	Ketopantoate hydroxymethyltransferase	NP_578872.1	AGY10590	+	283	-	PF1143	-	-	3-methyl-2-oxobutanoate hydroxymethyltransferase	PFDSM3638_05730	1079983	1080834	3-methyl-2-oxobutanoate hydroxymethyltransferase	A0A5C0XRA5	UPI000013127A
18976988	arCOG00585	0	D	Mrp family protein, ATPase, contains iron-sulfur cluster	NP_578345.1	AFN03409	+	241	-	PF0616	-	-	nucleotide-binding protein, mrp/nbp35 family	PFDSM3638_03090	618374	619099	ATP-binding protein	A0A5C0XNT5	UPI0000066CFA
18977517	arCOG00585	0	D	Mrp family protein, ATPase, contains iron-sulfur cluster	NP_578874.1	AFN03937	-	295	-	PF1145	-	-	mrp/nbp35 family nucleotide-binding protein	PFDSM3638_05740	1081611	1082498	ATP-binding protein	A0A5C0XVI0	UPI0000066ECB
18976898	arCOG00586	0	D	ATPase involved in chromosome partitioning,  ParA family	NP_578255.1	AFN03321	+	258	-	PF0526	-	-	soj - like protein	PFDSM3638_02625	526552	527328	ParA family protein	A0A5C0XPW2	UPI0000066CAE
18976857	arCOG00589	0	N	FleN family ATPase involved in pili biosynthesis	NP_578214.1	AFN03279	-	245	-	PF0485	-	-	cell division inhibitor minD - like protein	PFDSM3638_02415	484751	485488	septum site-determining protein MinD	A0A5C0XPT5	UPI0000066C89
18977983	arCOG00589	0	N	FleN family ATPase involved in pili biosynthesis	NP_579340.1	AAL81735	+	264	-	PF1611	-	-	cell division inhibitor minD	PFDSM3638_08135	1485528	1486307	septum site-determining protein MinD	A0A5C0XTN6	UPI00026B53B4
18978221	arCOG00589	0	N	FleN family ATPase involved in pili biosynthesis	NP_579578.1	AFN04792	-	253	-	PF1849	-	-	hypothetical cell division inhibitor minD	PFDSM3638_09300	1672261	1673022	MinD/ParA family protein	A0A5C0XRP3	UPI00000670DF
18978199	arCOG00600	0	R	CBS domain	NP_579556.1	AFN04814	-	279	-	PF1827	-	-	hypothetical protein	PFDSM3638_09190	1652233	1653072	CBS domain-containing protein	A0A5C0XRM8	UPI00000670CC
18976693	arCOG00601	0	R	Protein containing two CBS domains (some fused to C-terminal double-stranded RNA-binding domain of RaiA family)	NP_578050.1	AFN03110	-	392	-	PF0321	-	-	related to inosine monophosphate dehydrogenase	PFDSM3638_01550	319169	320347	inosine-5-monophosphate dehydrogenase	A0A5C0XMJ8	UPI0000066C01
18977911	arCOG00603	0	F	Dihydroorotate dehydrogenase	NP_579268.1	AFN04321	+	300	-	PF1539	-	-	dihydroorotate dehydrogenase (dihydroorotate oxidase) (dhodehase)	PFDSM3638_07750	1421591	1422493	dihydroorotate dehydrogenase	A0A5C0XQZ5	UPI0000068860
18976459	arCOG00606	0	R	CBS domain	NP_577816.1	AAL80211	+	134	-	PF0087	-	-	inosine-5'-monophosphate dehydrogenase related protein iv	PFDSM3638_00360	77397	77807	inosine-5-monophosphate dehydrogenase	A0A5C0XME5	UPI00026B53FE
18978263	arCOG00606	0	R	CBS domain	NP_579620.1	AFN04749	-	174	-	PF1891	-	-	hypothetical protein	PFDSM3638_09510	1710084	1710608	CBS domain-containing protein	A0A5C0XT60	UPI00000670FD
18978325	arCOG00606	1	R	CBS domain	NP_579682.1	AFN04688	+	179	-	PF1953	-	-	inosine-5'-monophosphate dehydrogenase related protein II	PFDSM3638_09835	1771971	1772510	inosine-5-monophosphate dehydrogenase	A0A5C0XTB5	UPI0000067133
18978166	arCOG00608	0	K	Predicted transcriptional regulator with C-terminal CBS domains	NP_579523.1	AFN04847	+	187	-	PF1794	-	-	inosine-5'-monophosphate dehydrogenase related protein I	PFDSM3638_09025	1632794	1633357	inosine-5-monophosphate dehydrogenase	A0A5C0XQ51	UPI00000670B7
18976764	arCOG00609	0	M	Membrane-associated protease RseP, regulator of RpoE activity in bacteria	NP_578121.1	AAL80516	+	417	-	PF0392	-	-	metalloprotease	PFDSM3638_01930	383192	384445	site-2 protease family protein		
18976657	arCOG00612	0	F	IMP dehydrogenase/GMP reductase	NP_578014.1	AFN03072	+	485	-	PF0285	-	-	inosine-5'-monophosphate dehydrogenase (imp dehydrogenase)	PFDSM3638_01355	277841	279298	IMP dehydrogenase	A0A5C0XMS6	UPI000012D611
18977228	arCOG00613	0	H	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	NP_578585.1	AAL80980	+	394	-	PF0856	-	-	hypothetical protein	PFDSM3638_04275	812643	813767	type 2 isopentenyl-diphosphate Delta-isomerase	A0A5C0XQI8	UPI000157B0AF
18976829	arCOG00614	0	R	Zn-dependent protease	NP_578186.1	AFN03251	-	188	-	PF0457	-	-	metalloprotease	PFDSM3638_02270	454930	455496	metalloprotease		
18978035	arCOG00617	0	E	Imidazoleglycerol-phosphate synthase	NP_579392.1	AAL81787	+	266	-	PF1663	-	-	imidazoleglycerol-phosphate synthase, cyclase subunit	PFDSM3638_08415	1530820	1531575	imidazole glycerol phosphate synthase cyclase subunit	A0A5C0XTT5	UPI000012C834
18978034	arCOG00618	0	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	NP_579391.1	AFN04978	+	240	-	PF1662	-	-	n-(5'-phospho-d-ribosylformimino)-5-amino-1- (5''-phosphoribosyl)-4-imidazolecarboxamide isomerase	PFDSM3638_08410	1530129	1530851	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase	A0A5C0XQG0	UPI000012C7D7
18976577	arCOG00619	0	E	Glutamate synthase domain 2 and ferredoxin domain	NP_577934.1	AFN02993	+	502	-	PF0205	-	-	glutamate synthase subunit alpha	PFDSM3638_00970	204178	205686	FMN-binding glutamate synthase family protein		
18976986	arCOG00622	0	K	Chromosome segregation protein Spo0J, contains CBS and ParB-like NTPase domains	NP_578343.1	AFN03407	+	132	-	PF0614	-	-	inosine-5'-monophosphate dehydrogenase related protein III	PFDSM3638_03080	617509	617907	inosine-5-monophosphate dehydrogenase		
18977529	arCOG00624	0	P	Permease, similar to cation transporter	NP_578886.1	AFN03949	+	388	-	PF1157	-	-	hypothetical protein	PFDSM3638_05800	1089279	1090445	magnesium transporter MgtE		
18976976	arCOG00636	0	O	Hydrogenase maturation factor	NP_578333.1	AOK78503	-	323	-	PF0604	-	-	hydrogenase expression/formation protein	PFDSM3638_03030	608432	609442	hydrogenase expression/formation protein HypE	A0A5C0XU79	UPI00026B547B
18977958	arCOG00636	0	O	Hydrogenase maturation factor	NP_579315.1	AAL81710	-	355	-	PF1586	-	-	hydrogenase expression/formation protein	PFDSM3638_08005	1464467	1465450	hydrogenase		
18978249	arCOG00638	0	H	Thiamine monophosphate kinase	NP_579606.1	AFN04763	+	304	-	PF1877	-	-	thiamine monophosphate kinase	PFDSM3638_09440	1696510	1697424	thiamine-phosphate kinase	A0A5C0XS98	UPI00000670F2
18976803	arCOG00639	0	F	Phosphoribosylaminoimidazole (AIR) synthetase	NP_578160.1	AFN03222	+	334	-	PF0431	-	-	phosphoribosylformylglycinamidine cyclo-ligase	PFDSM3638_02120	422124	423128	phosphoribosylformylglycinamidine cyclo-ligase		
18976571	arCOG00641	0	F	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	NP_577928.1	AFN02986	+	704	-	PF0199	-	-	phosphoribosylformylglycinamidine synthase II	PFDSM3638_00940	194111	196225	phosphoribosylformylglycinamidine synthase		
18976516	arCOG00662	0	R	Biotin synthase-related protein, radical SAM superfamily	NP_577873.1	AFN04432	+	309	-	PF0144	-	-	hypothetical protein	PFDSM3638_00660	137475	138404	radical SAM protein	A0A5C0XPY9	UPI0000066B7E
18977142	arCOG00665	0	M	UDP-glucose pyrophosphorylase	NP_578499.1	AFN03554	-	292	-	PF0770	-	-	glucose-1-phosphate uridylyltransferase	PFDSM3638_03825	744653	745531	UTP--glucose-1-phosphate uridylyltransferase		
18977728	arCOG00665	0	M	UDP-glucose pyrophosphorylase	NP_579085.1	AFN04136	+	283	-	PF1356	-	-	glucose-1-phosphate uridylyltransferase	PFDSM3638_06760	1257685	1258536	UTP--glucose-1-phosphate uridylyltransferase	A0A5C0XQJ7	UPI0000066F7A
18976607	arCOG00666	0	M	N-acetylglucosamine-1-phosphate uridyltransferase	NP_577964.1	AGX57184	-	420	-	PF0235	-	-	glucose-1-phosphate thymidylyltransferase	PFDSM3638_01115	230369	231631	glucose-1-phosphate thymidylyltransferase	A0A5C0XMC6	UPI0000066BC1
18976818	arCOG00666	2	M	N-acetylglucosamine-1-phosphate uridyltransferase	NP_578175.1	AAL80570	-	152	-	PF0446	-	-	NDP-sugar synthase	PFDSM3638_02215	445278	445844	glucose-1-phosphate thymidylyltransferase		
18976820	arCOG00666	3	M	N-acetylglucosamine-1-phosphate uridyltransferase	NP_578177.1	AAL80572	-	222	-	PF0448	-	-	putative mannose-1-phosphate guanyltransferase	PFDSM3638_02225	446608	447069	hypothetical protein		
18977240	arCOG00666	0	M	N-acetylglucosamine-1-phosphate uridyltransferase	NP_578597.1	AGX57183	+	413	-	PF0868	-	-	NDP-sugar synthase	PFDSM3638_04350	823905	825146	NDP-sugar synthase	A0A5C0XPC4	UPI0000066DE7
18978100	arCOG00666	0	M	N-acetylglucosamine-1-phosphate uridyltransferase	NP_579457.1	AGX57182	+	361	-	PF1728	-	-	NDP-sugar synthase	PFDSM3638_08755	1589272	1590357	NDP-sugar synthase	A0A5C0XTY7	UPI0000067090
18976834	arCOG00670	0	I	Phosphatidylglycerophosphate synthase	NP_578191.1	AFN03256	+	187	-	PF0462	-	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	PFDSM3638_02295	459074	459637	hypothetical protein		
18977430	arCOG00673	0	M	Choline kinase	NP_578787.1	AAL81182	+	430	-	PF1058	-	-	hypothetical protein	PFDSM3638_05315	995045	996313	CDP-alcohol phosphatidyltransferase		
18976628	arCOG00675	0	K	DNA-directed RNA polymerase, subunit E'/Rpb7	NP_577985.1	AFN03043	-	189	-	PF0256	-	-	DNA-directed RNA polymerase, subunit e'	PFDSM3638_01215	247312	247881	DNA-directed RNA polymerase	A0A5C0XLW1	UPI0000066BD0
18976424	arCOG00676	0	J	Exosome complex RNA-binding protein Csl4, contains S1 and Zn-ribbon domains	NP_577781.1	AFN04521	-	197	-	PF0052	-	-	hypothetical protein	PFDSM3638_00185	42128	42721	RNA-binding protein	A0A5C0XM12	UPI0000066B33
18977941	arCOG00678	0	J	Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains	NP_579298.1	AFN04351	-	264	-	PF1569	-	-	hypothetical protein	PFDSM3638_07920	1449226	1450020	RNA-binding protein	A0A5C0XR24	UPI0000129B9A
18977387	arCOG00679	0	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_578744.1	AFN03810	-	404	-	PF1015	-	-	putative transposase b - like protein	PFDSM3638_05105	953339	954553	transposase		
18978290	arCOG00679	0	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_579647.1	AAL82042	+	358	-	PF1918	-	-	hypothetical protein	PFDSM3638_09650	1735358	1736488	hypothetical protein		
18978358	arCOG00679	2	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_579715.1	AAL82110	+	290	-	PF1986	-	-	hypothetical protein	PFDSM3638_10005	1804305	1805539	transposase		
18978396	arCOG00679	0	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_579753.1	AFN04618	+	417	-	PF2024	-	-	transposase	PFDSM3638_10210	1837416	1838669	transposase		
18977131	arCOG00683	0	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_578488.1	AAL80883	+	105	-	PF0759	-	-	hypothetical protein	PFDSM3638_03775	735917	736234	hypothetical protein		
18977132	arCOG00683	0	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_578489.1	AFN03546	+	340	-	PF0760	-	-	hypothetical protein	PFDSM3638_03780	736195	737217	transposase		
18977981	arCOG00683	1	L	Transposable element, IS605 OrfB family, contains RNAse H fold nuclease and Zn finger domains	NP_579338.1	AAL81733	+	364	-	PF1609	-	-	hypothetical protein	PFDSM3638_08125	1483706	1484954	transposase		
18976561	arCOG00689	0	F	Dihydroorotase or related cyclic amidohydrolase	NP_577918.1	AAL80313	-	449	-	PF0189	-	-	dihydroorotase	PFDSM3638_00890	183232	184476	dihydroorotase	A0A5C0XNB1	UPI0000132C75
18977218	arCOG00691	0	R	Predicted metal-dependent hydrolase with the TIM-barrel fold	NP_578575.1	AAL80970	+	503	-	PF0846	-	-	hypothetical protein	PFDSM3638_04215	801392	802903	amidohydrolase		
18977910	arCOG00695	0	F	Cytosine deaminase or related metal-dependent hydrolase	NP_579267.1	AFN04320	-	419	-	PF1538	-	-	n-ethylammeline chlorohydrolase	PFDSM3638_07745	1420250	1421509	N-ethylammeline chlorohydrolase	A0A5C0XSW9	UPI0000067010
18978375	arCOG00701	0	C	Glycerophosphoryl diester phosphodiesterase	NP_579732.1	AAL82127	+	253	-	PF2003	-	-	glycerophosphodiester phosphodiesterase	PFDSM3638_10105	1819130	1819876	glycerophosphodiester phosphodiesterase		
18978042	arCOG00702	0	O	Predicted multidomain toxin, contains peptidase S8 domain, delivery module and Rnase A domain	NP_579399.1	AFN04970	-	654	-	PF1670	-	-	alkaline serine protease	PFDSM3638_08455	1536525	1538489	alkaline serine protease		
18977060	arCOG00705	0	O	Subtilisin-like serine protease, fragment	NP_578417.1	AAL80812	+	166	-	PF0688	-	-	subtilisin-like protease	PFDSM3638_03435	681365	681865	serine protease		
18976718	arCOG00706	0	C	Aldehyde:ferredoxin oxidoreductase	NP_578075.1	AFN03135	-	605	-	PF0346	-	-	aldehyde:ferredoxin oxidoreductase	PFDSM3638_01690	342290	344107	aldehyde ferredoxin oxidoreductase	A0A5C0XMD6	UPI00001105CF
18977575	arCOG00707	0	C	Aldehyde:ferredoxin oxidoreductase	NP_578932.1	AAL81327	+	627	-	PF1203	-	-	formaldehyde:ferredoxin oxidoreductase	PFDSM3638_06020	1126870	1128729	aldehyde ferredoxin oxidoreductase	A0A5C0XSM9	UPI0000062704
18977852	arCOG00709	0	C	Aldehyde:ferredoxin oxidoreductase	NP_579209.1	AAL81604	+	582	-	PF1480	-	-	formaldehyde:ferredoxin oxidoreductase wor5	PFDSM3638_07420	1366782	1368656	aldehyde ferredoxin oxidoreductase	A0A5C0XQU4	UPI00026B5502
18978333	arCOG00709	0	C	Aldehyde:ferredoxin oxidoreductase	NP_579690.1	AFN04680	+	622	-	PF1961	-	-	tungsten-containing formaldehyde ferredoxin oxidoreductase wor4	PFDSM3638_09875	1778084	1779952	aldehyde ferredoxin oxidoreductase	A0A5C0XQP0	UPI0000066433
18976947	arCOG00710	0	V	PIN domain containing protein	NP_578304.1	AFN03368	-	112	-	PF0575	-	-	hypothetical protein	PFDSM3638_02885	577956	578294	PIN domain-containing protein		
18978429	arCOG00710	2	V	PIN domain containing protein	NP_579786.1	AAL82181	-	56	-	PF2057	-	-	hypothetical protein						
18977153	arCOG00715	0	V	PIN domain containing protein	NP_578510.1	AFN03565	+	138	-	PF0781	-	-	hypothetical protein	PFDSM3638_03885	750731	751147	PIN domain-containing protein		
18977184	arCOG00715	0	V	PIN domain containing protein	NP_578541.1	AFN03598	-	138	-	PF0812	-	-	hypothetical protein	PFDSM3638_04035	776391	776807	PIN domain-containing protein	A0A5C0XMZ1	UPI0000066DB3
18978252	arCOG00720	0	V	PIN domain containing protein	NP_579609.1	AFN04760	+	199	-	PF1880	-	-	hypothetical mRNA 3'-end processing factor	PFDSM3638_09455	1699224	1699823	RNA ligase partner protein	A0A5C0XT55	UPI000006878B
18977577	arCOG00721	0	V	Endonuclease Nob1, consists of a PIN domain and a Zn-ribbon module	NP_578934.1	AFN03994	+	155	-	PF1205	-	-	hypothetical protein	PFDSM3638_06030	1130166	1130633	hypothetical protein	A0A5C0XNQ7	UPI0000066F05
18977724	arCOG00726	0	V	PIN domain containing protein, often a toxin of type II toxin-antitoxin systems	NP_579081.1	AFN04132	-	134	-	PF1352	-	-	hypothetical protein	PFDSM3638_06740	1254303	1254707	PIN domain-containing protein	A0A5C0XQ33	UPI0000066F76
33359506	arCOG00726	0	V	PIN domain containing protein, often a toxin of type II toxin-antitoxin systems	NP_578505.2	WP_011011904	+	108	-	PF0776	-	-	hypothetical protein	PFDSM3638_03850	748218	748544	PIN domain-containing protein		
18977460	arCOG00732	0	K	Transcriptional regulator, MarR family	NP_578817.1	AFN03880	-	100	-	PF1088	-	-	hypothetical protein	PFDSM3638_05450	1018714	1019016	transcriptional regulator	A0A5C0XSC2	UPI0000066E9B
18977444	arCOG00734	0	K	Transcriptional regulator containing HTH domain, ArsR family	NP_578801.1	AFN03866	+	137	-	PF1072	-	-	hypothetical protein	PFDSM3638_05375	1005174	1005587	ArsR family transcriptional regulator		
18976669	arCOG00743	0	K	Predicted transcriptional regulator	NP_578026.1	AFN03085	+	140	-	PF0297	-	-	hypothetical protein	PFDSM3638_01420	297297	297719	ArsR family transcriptional regulator		
18976731	arCOG00748	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578088.1	AFN03167	+	304	-	PF0359	-	-	oligopeptide ABC transport system permease	PFDSM3638_01860	369823	370737	ABC transporter permease		
18977583	arCOG00748	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578940.1	AFN04000	+	310	-	PF1211	-	-	dipeptide ABC transporter, permease protein	PFDSM3638_06060	1135965	1136897	ABC transporter permease		
18977782	arCOG00748	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_579139.1	AFN04191	+	383	-	PF1410	-	-	dipeptide transport system permease protein	PFDSM3638_07060	1309282	1310433	ABC transporter permease		
18976564	arCOG00749	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_577921.1	AFN02979	+	474	-	PF0192	-	-	hypothetical oligopeptide transport system permease protein appc	PFDSM3638_00905	188526	189950	ABC transporter permease	A0A5C0XP35	UPI0000066BA2
18977371	arCOG00749	2	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578728.1	AFN03794	-	39	-	PF0999	-	-	oligopeptide transport system permease protein appc, c-terminal fragment						
18977372	arCOG00749	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578729.1	AFN03795	-	377	-	PF1000	-	-	oligopeptide transport system permease protein appc	PFDSM3638_05025	938929	940062	ABC transporter permease		
18976563	arCOG00751	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_577920.1	AFN02978	+	349	-	PF0191	-	-	oligopeptide transport system permease protein	PFDSM3638_00900	187466	188515	ABC transporter permease	A0A5C0XM94	UPI0000066BA1
18976730	arCOG00751	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578087.1	AFN03168	+	330	-	PF0358	-	-	oppbc family ABC transporter	PFDSM3638_01865	370741	371733	ABC transporter permease		
18977373	arCOG00751	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578730.1	AFN03796	-	343	-	PF1001	-	-	oligopeptide transport system permease protein	PFDSM3638_05030	940064	941095	ABC transporter permease		
18977582	arCOG00751	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_578939.1	AAL81334	+	328	-	PF1210	-	-	dipeptide ABC transporter, permease protein	PFDSM3638_06055	1134974	1135960	ABC transporter permease		
18977781	arCOG00751	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	NP_579138.1	AFN04190	+	332	-	PF1409	-	-	dipeptide transport system permease protein	PFDSM3638_07055	1308272	1309270	ABC transporter permease		
18978377	arCOG00754	0	R	L-2-hydroxyglutarate oxidase LhgO	NP_579734.1	AFN04637	+	496	-	PF2005	-	-	glycerol-3-phosphate dehydrogenase	PFDSM3638_10115	1821406	1822896	FAD/NAD(P)-binding oxidoreductase	A0A5C0XS34	UPI0000067159
18977618	arCOG00755	0	E	Glycine/D-amino acid oxidase (deaminating)	NP_578975.1	AFN04033	+	382	-	PF1246	-	-	sarcosine oxidase, subunit beta	PFDSM3638_06220	1163255	1164403	FAD-binding oxidoreductase	A0A5C0XVR0	UPI0000066F29
18978170	arCOG00755	0	E	Glycine/D-amino acid oxidase (deaminating)	NP_579527.1	AFN04843	+	378	-	PF1798	-	-	sarcosine oxidase, subunit beta	PFDSM3638_09045	1635605	1636741	FAD-binding oxidoreductase	A0A5C0XXC3	UPI00000670BB
18977713	arCOG00756	0	E	Glycine cleavage system T protein (aminomethyltransferase)	NP_579070.1	AFN04121	-	398	-	PF1341	-	-	aminomethyltransferase	PFDSM3638_06685	1243975	1245171	glycine cleavage system protein T	A0A5C0XP20	UPI000012B367
18976517	arCOG00761	1	S	tRNA (Thr-GGU) A37 N-methylase	NP_577874.1	AFN04431	+	204	-	PF0145	-	-	hypothetical protein	PFDSM3638_00665	138406	139020	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	A0A5C0XN78	UPI0000066B7F
18977284	arCOG00762	0		Formylmethanofuran dehydrogenase subunit E	NP_578641.1	AFN03705	-	38	-	PF0912	-	-	hypothetical protein						
18977285	arCOG00762	2	C	Formylmethanofuran dehydrogenase subunit E	NP_578642.1	AFN03706	-	125	-	PF0913	-	-	hypothetical protein						
18977286	arCOG00762	2	C	Formylmethanofuran dehydrogenase subunit E	NP_578643.1	AFN03707	-	36	-	PF0914	-	-	hypothetical protein						
18976960	arCOG00767	0	G	Phosphomannomutase	NP_578317.1	AFN03381	-	455	-	PF0588	-	-	phospho-sugar mutase	PFDSM3638_02950	589090	590457	phosphoglucosamine mutase	A0A5C0XR22	UPI0000066CE5
18977233	arCOG00767	0	G	Phosphomannomutase	NP_578590.1	AFN03650	+	452	-	PF0861	-	-	phospho-sugar mutase	PFDSM3638_04305	817920	819278	phosphoglucosamine mutase	A0A5C0XNP4	UPI0000066DE0
33359571	arCOG00768	0	G	Phosphomannomutase, alpha/beta/alpha domain I only	NP_579458.2	WP_011012875	+	237	-	PF1729	-	-	phospho-sugar mutase	PFDSM3638_08760	1590368	1591072	phospho-sugar mutase	A0A5C0XRX1	UPI0000067091
18978091	arCOG00769	0	R	Putative intracellular protease/amidase	NP_579448.1	AFN04921	+	166	-	PF1719	-	-	intracellular protease	PFDSM3638_08710	1582035	1582535	glutamine amidotransferase	A0A5C0XQ02	UPI0000131764
18977305	arCOG00770	0	K	Rad3-related DNA helicase	NP_578662.1	AAL81057	-	631	-	PF0933	-	-	DNA repair helicase rad3, putative	PFDSM3638_04675	877639	879582	DNA repair helicase	A0A5C0XP44	UPI00026B539D
18977545	arCOG00777	0	Q	HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism	NP_578902.1	AFN03964	-	130	-	PF1173	-	-	hypothetical protein	PFDSM3638_05880	1104955	1105347	thioesterase	A0A5C0XNP3	UPI0000066EE6
161484705	arCOG00779	0	J	Ribosomal protein L15	NP_579531.3	AFN04839													
18978018	arCOG00780	0	J	Ribosomal protein L18E	NP_579375.1	AFN04994	-	120	-	PF1646	-	-	LSU ribosomal protein L18E	PFDSM3638_08320	1517600	1517962	50S ribosomal protein L18e	A0A5C0XSP2	UPI0000132F44
18978179	arCOG00781	0	J	Ribosomal protein L32E	NP_579536.1	AFN04834	-	130	-	PF1807	-	-	LSU ribosomal protein L32E	PFDSM3638_09090	1642108	1642500	50S ribosomal protein L32e	A0A5C0XRL4	UPI000006641E
18978182	arCOG00782	0	J	Ribosomal protein S14	NP_579539.1	AFN04831	-	56	-	PF1810	-	-	SSU ribosomal protein S14P	PFDSM3638_09105	1643493	1643663	30S ribosomal protein S14	A0A5C0XRM5	UPI00000670C0
18978188	arCOG00784	0	J	RNase P/RNase MRP subunit p29	NP_579545.1	AAL81940	-	127	-	PF1816	-	-	hypothetical protein	PFDSM3638_09135	1646115	1646498	ribonuclease P		
18978190	arCOG00785	0	J	Ribosomal protein L29	NP_579547.1	AFN04823	-	72	-	PF1818	-	-	LSU ribosomal protein L29P	PFDSM3638_09145	1646693	1646911	50S ribosomal protein L29	A0A5C0XXE0	UPI0000133E86
18978165	arCOG00790	0	V	CRISPR-associated protein Cas4, RecB family exonuclease	NP_579522.1	AFN04848	-	209	-	PF1793	-	-	hypothetical protein	PFDSM3638_09015	1631834	1632463	CRISPR-associated protein Cas4		
18976944	arCOG00792	0	L	Superfamily I DNA/RNA helicase	NP_578301.1	AAL80696	+	655	-	PF0572	-	-	dna2-nam7 helicase family protein	PFDSM3638_02865	574837	576804	IGHMBP2 family helicase		
18977491	arCOG00794	0	V	CRISPR-associated protein Cas4, RecB family nuclease	NP_578848.1	AFN03910	-	169	-	PF1119	-	-	hypothetical protein	PFDSM3638_05610	1050582	1051091	CRISPR-associated protein Cas4	A0A5C0XSF1	UPI0000066EB5
18976456	arCOG00806	2		Superfamily I DNA/RNA helicase fused to RecB family endonuclease	NP_577813.1	AAL80208	-	40	-	PF0084	-	-	hypothetical protein						
18976457	arCOG00806	0	L	Superfamily I DNA/RNA helicase fused to RecB family endonuclease	NP_577814.1	AAL80209	-	1278	-	PF0085	-	-	putative DNA helicase	PFDSM3638_00350	72625	76683	DNA helicase		
